numMazes: 100
mazeSize: 10
Maze1
0,0,0,0,2,1,2,2,2,2
0,0,0,0,1,0,2,2,0,0
0,0,2,1,1,1,2,0,0,0
0,2,2,1,1,1,2,0,0,0
0,2,2,0,1,0,0,0,0,0
2,2,1,1,2,3,0,0,0,0
2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze2
0,0,2,2,1,2,1,2,2,0
2,1,1,1,1,2,1,1,2,2
2,1,1,1,1,1,1,2,2,0
0,0,1,0,0,0,0,2,2,0
0,0,1,0,0,0,2,2,2,0
0,0,1,0,0,0,2,0,0,0
0,0,1,0,0,0,0,0,0,0
0,0,2,1,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze3
0,0,0,2,1,2,2,2,2,2
0,0,2,2,1,2,2,2,1,2
0,2,2,1,1,1,2,2,2,0
0,2,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze4
0,2,1,1,2,1,1,2,2,0
2,2,1,1,2,1,1,2,2,0
2,1,1,1,2,1,1,2,2,0
2,2,1,1,2,1,1,2,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,2,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze5
2,1,1,1,2,1,2,2,2,2
2,1,1,1,1,1,2,2,2,2
0,0,0,0,1,0,2,2,2,2
0,0,0,0,1,0,2,2,2,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze6
0,0,2,1,2,1,2,2,2,2
0,2,2,1,1,1,1,2,1,2
0,2,2,1,1,1,2,2,2,2
0,2,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
