numMazes: 100
mazeSize: 10
Maze1
1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0
1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,0,0
1,0,0,1,1,1,1,1,1,1
1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1
Maze2
0,0,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,1,0,0
0,1,1,1,1,1,1,1,0,0
0,1,1,1,1,1,1,1,0,0
0,1,1,0,2,1,1,1,0,0
0,1,1,0,1,1,1,1,0,0
1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,0
0,0,1,0,1,1,0,0,1,0
0,0,1,0,1,1,1,0,0,0
Maze3
0,0,0,2,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0
1,0,0,1,1,1,1,1,1,1
1,1,0,1,0,0,0,0,1,0
1,1,0,1,1,1,1,0,1,0
1,1,0,1,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,0
0,1,0,1,0,1,0,0,1,0
0,1,0,0,0,1,0,0,1,1
0,1,1,1,1,1,0,0,1,0
Maze4
0,0,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,1
1,0,0,1,0,1,0,0,0,1
1,0,0,1,0,1,0,0,0,1
1,1,1,1,1,1,1,0,0,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0
1,0,1,1,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,0
0,0,1,1,1,1,1,1,1,1
Maze5
1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,0,1,0,1,1,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,0,1
1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,1,0
0,1,0,1,0,1,0,2,1,0
0,1,1,1,1,1,1,1,1,1
Maze6
1,1,1,1,1,0,0,0,1,1
1,0,1,0,0,0,0,1,1,0
1,1,1,1,1,1,0,1,1,0
1,0,1,0,0,1,0,1,1,0
1,0,1,0,0,1,0,1,1,0
1,0,1,1,1,1,1,1,1,0
1,0,1,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,2,0
1,0,1,0,0,0,0,1,1,0
1,1,1,1,1,1,1,1,1,1
Maze7
0,1,1,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0
0,1,1,0,0,1,1,0,0,0
0,1,1,0,0,1,1,1,1,1
0,1,1,0,0,1,1,0,1,1
0,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,0,0,1
2,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,0
Maze8
0,0,0,0,0,1,1,1,1,0
0,1,2,1,1,1,1,1,1,0
0,1,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,1,1,1
1,1,1,0,0,1,0,1,1,1
1,1,1,0,0,0,0,1,0,1
1,1,1,1,1,0,0,1,0,1
0,1,1,1,1,1,1,1,1,1
Maze9
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,0
1,1,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0
1,0,0,1,1,0,0,1,0,0
1,0,0,1,1,0,0,1,0,0
1,0,0,1,1,1,1,1,1,1
1,0,0,1,1,1,2,1,0,0
1,0,0,1,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,0
Maze10
0,0,0,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,0,0
1,0,0,1,1,0,1,1,1,0
1,1,1,2,1,0,1,1,1,0
1,0,0,1,1,0,1,1,1,0
1,0,0,1,1,0,1,1,1,0
1,1,1,1,1,0,1,1,1,0
1,0,0,1,0,0,1,1,1,0
1,0,0,1,0,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1
Maze11
1,0,1,1,1,1,1,1,1,1
