numMazes: 10
mazeSize: 10
Maze1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,2,2,2,2,2,1,2,0
0,0,2,1,1,1,2,2,0,0
0,0,2,1,1,2,1,1,2,0
0,0,0,2,2,1,2,2,0,0
0,0,0,3,2,2,1,2,0,0
0,0,0,2,2,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze2
0,0,0,0,0,0,0,0,0,0
0,0,2,2,0,0,0,0,0,0
0,0,2,0,0,2,0,0,0,0
0,2,2,2,1,1,2,1,2,0
0,1,2,1,1,2,2,0,0,0
0,2,2,2,1,1,1,1,2,0
0,2,0,2,1,2,2,0,0,0
0,0,0,3,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze3
2,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
1,0,2,1,1,3,2,0,0,0
1,0,2,0,2,2,2,0,0,0
1,0,1,0,2,1,2,0,0,0
2,1,2,1,1,1,1,1,0,0
2,0,2,1,1,2,1,0,0,0
0,0,2,1,2,1,2,0,0,0
0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze4
0,0,0,0,0,0,0,0,0,0
0,0,2,1,1,1,2,0,0,0
0,0,2,2,2,1,2,0,0,0
0,0,2,2,2,1,1,2,2,0
0,0,1,2,1,0,1,0,0,0
0,0,1,1,1,0,1,0,0,0
0,0,2,2,1,1,3,2,0,0
0,0,2,0,2,0,1,0,0,0
0,0,2,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze5
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,2,2,1,2,2,2,0,0
0,0,1,2,1,1,2,0,0,0
0,0,2,2,1,1,2,2,2,0
0,0,0,2,3,1,2,0,0,0
0,0,0,2,2,2,2,0,0,0
0,0,0,0,2,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze6
0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0,0
0,0,0,1,3,0,1,0,0,0
0,0,2,2,2,1,2,2,0,0
0,0,2,0,0,0,1,0,0,0
0,0,2,0,0,1,1,1,0,0
0,0,2,2,0,1,1,0,0,0
0,0,2,2,1,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze7
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0
0,0,2,1,2,1,1,2,0,0
0,2,2,1,2,1,2,1,0,0
0,2,3,1,1,1,1,2,2,0
0,2,1,0,2,1,1,2,0,0
0,2,2,0,2,1,2,0,0,0
0,1,0,2,2,2,1,2,0,0
0,2,1,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,2,0,0,0
0,0,2,0,3,2,2,0,0,0
0,0,2,0,1,0,1,0,0,0
0,2,2,1,2,1,2,2,2,0
0,1,1,0,2,1,1,2,0,0
0,2,2,1,2,2,1,1,2,0
0,0,2,1,1,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Maze9
0,0,0,0,0,0,0,0,0,0
0,2,1,1,2,1,2,0,0,0
0,1,2,1,2,0,0,2,0,0
0,2,2,1,1,1,1,2,2,0
0,0,2,0,1,0,0,1,0,0
0,0,2,1,1,2,1,3,2,0
0,0,2,1,1,2,0,1,0,0
0,0,2,1,1,1,1,2,0,0
0,0,2,0,2,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0
Maze10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0
0,0,0,0,2,2,2,0,0,0
0,0,2,2,2,2,1,2,0,0
0,0,1,1,1,1,0,0,0,0
0,2,3,2,2,1,2,2,2,0
0,2,0,0,1,1,1,0,0,0
0,2,1,1,2,2,2,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
